Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
f9981c4c-bd60-4664-9376,2024-02-18,21:52:51,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-19,20:15:00,21:35:00,21:35:00,On Time,,No
20bb040f-434c-4ada-80ca,2024-02-18,22:29:03,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-24,20:45:00,22:05:00,22:05:00,On Time,,No
2f090b44-0c76-45a3-9661,2024-02-18,22:32:15,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-19,21:00:00,22:20:00,22:20:00,On Time,,No
fd7bccb8-2332-4619-a154,2024-02-18,22:44:09,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-23,21:00:00,22:20:00,22:20:00,On Time,,No
10bfddef-a9b1-45e1-ae56,2024-02-18,22:50:51,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-27,21:15:00,22:35:00,22:35:00,On Time,,No
e156dab9-b9c6-44b6-a61c,2024-02-18,22:57:29,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-19,00:15:00,00:45:00,00:45:00,On Time,,No
e8bd03f4-6b5f-4e1c-8bda,2024-02-18,23:03:39,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-19,00:30:00,02:20:00,02:20:00,On Time,,No
17f95bc3-5644-4f78-b1bd,2024-02-18,23:07:30,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-19,21:30:00,22:50:00,22:50:00,On Time,,No
bf560416-e46d-4a3c-8c1a,2024-02-18,23:11:40,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-19,00:30:00,02:20:00,02:20:00,On Time,,No
18d0ee35-c9f0-44ea-abae,2024-02-18,23:34:18,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-20,22:00:00,23:20:00,23:20:00,On Time,,No
d2625f44-8751-4bd5-9629,2024-02-19,00:08:36,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-29,22:30:00,23:50:00,23:50:00,On Time,,No
9d6266f2-7e07-43c4-915e,2024-02-19,00:15:42,Online,Contactless,None,Standard,Off-Peak,11,York,Durham,2024-02-19,01:45:00,02:35:00,02:35:00,On Time,,No
4a905b0c-c0eb-4eb6-8cff,2024-02-19,00:22:23,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-19,01:45:00,03:05:00,03:05:00,On Time,,No
8afaf25f-59e8-4fb7-aecc,2024-02-19,00:23:09,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,2024-02-27,16:00:00,20:20:00,20:20:00,On Time,,No
3a7690c6-f25b-413e-907b,2024-02-19,00:24:07,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-02-19,01:45:00,03:35:00,03:35:00,On Time,,No
cfe5e1b2-82ae-4510-8a38,2024-02-19,00:31:04,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,2024-02-29,16:00:00,20:20:00,20:20:00,On Time,,No
bad71821-8310-4fdc-b0b1,2024-02-19,00:40:42,Online,Credit Card,None,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,2024-02-19,02:00:00,03:00:00,03:00:00,On Time,,No
dd6ba45b-3bc2-4cb6-b8d0,2024-02-19,01:16:25,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-20,23:45:00,01:35:00,01:35:00,On Time,,No
6f47c15c-37ee-4ef0-b584,2024-02-19,01:19:59,Online,Credit Card,Senior,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-22,23:45:00,01:05:00,01:05:00,On Time,,No
7343d617-2b0c-41f3-bcba,2024-02-19,01:21:57,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-02-19,23:45:00,01:35:00,01:35:00,On Time,,No
0ad47f30-add9-4e61-a443,2024-02-19,01:24:40,Station,Contactless,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-02-20,23:45:00,01:05:00,01:05:00,On Time,,No
e0f9507f-d913-4505-b990,2024-02-19,01:40:37,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-27,00:00:00,00:30:00,00:30:00,On Time,,No
bbec85f7-905a-42e3-90f9,2024-02-19,01:53:41,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-02-19,03:15:00,04:15:00,04:15:00,On Time,,No
ba8e35d6-d447-43ec-9e4d,2024-02-19,02:11:12,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-20,00:30:00,02:20:00,02:20:00,On Time,,No
0bf5755e-4a33-46df-9c59,2024-02-19,02:11:13,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-26,00:30:00,01:00:00,01:00:00,On Time,,No
df65a40d-eed8-4419-b5c7,2024-02-19,03:27:36,Station,Credit Card,None,Standard,Advance,10,Liverpool Lime Street,Leeds,2024-02-23,01:45:00,03:15:00,03:15:00,On Time,,No
28e35194-2714-43b9-ace6,2024-02-19,03:34:29,Online,Contactless,Adult,Standard,Off-Peak,65,London Kings Cross,Liverpool Lime Street,2024-02-19,05:00:00,07:15:00,07:15:00,On Time,,No
b60aaff3-154f-48ff-9fba,2024-02-19,03:42:12,Online,Contactless,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-27,02:00:00,03:20:00,03:20:00,On Time,,No
5afeaf83-be94-4010-be84,2024-02-19,03:46:04,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-20,02:15:00,03:35:00,03:35:00,On Time,,No
0e19055b-b94c-4722-94fa,2024-02-19,03:57:39,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-02-19,05:15:00,06:15:00,06:15:00,On Time,,No
db34058a-821e-446f-a5bc,2024-02-19,04:00:01,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-21,02:30:00,03:00:00,03:00:00,On Time,,No
6c210736-eed6-4c2d-a141,2024-02-19,04:21:17,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,05:45:00,06:15:00,06:15:00,On Time,,No
3cf955c2-c16f-42c3-93fa,2024-02-19,04:36:42,Online,Credit Card,Adult,Standard,Advance,51,Liverpool Lime Street,London Paddington,2024-02-20,03:00:00,05:30:00,05:56:00,Delayed,Staff Shortage,Yes
72667493-6eac-404b-98eb,2024-02-19,05:08:25,Online,Credit Card,None,First Class,Anytime,104,London Euston,Birmingham New Street,2024-02-19,06:30:00,07:50:00,07:50:00,On Time,,No
3f631fa5-8a15-4918-8b31,2024-02-19,05:12:29,Online,Debit Card,None,First Class,Anytime,216,London Euston,Manchester Piccadilly,2024-02-19,06:30:00,08:20:00,08:20:00,On Time,,No
3fd8f566-bc1b-4d3e-9e18,2024-02-19,05:21:51,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-26,03:45:00,05:35:00,05:35:00,On Time,,No
26e8750f-d3b1-41de-bed0,2024-02-19,05:29:41,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-02-19,06:45:00,07:15:00,07:15:00,On Time,,No
0e550ddd-5333-4933-8fa2,2024-02-19,05:59:31,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-20,04:15:00,05:35:00,05:35:00,On Time,,No
03162a36-efd1-4b96-9feb,2024-02-19,06:02:39,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-02-19,07:30:00,09:20:00,09:20:00,On Time,,No
16354fe4-0007-4e2f-bb11,2024-02-19,06:03:06,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-27,04:30:00,05:30:00,05:30:00,On Time,,No
61e81e7a-3924-4e69-a33a,2024-02-19,06:05:05,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,2024-02-29,04:30:00,05:50:00,05:50:00,On Time,,No
a1559628-fd59-42dd-b2a9,2024-02-19,06:06:12,Online,Credit Card,None,First Class,Advance,59,Birmingham New Street,London St Pancras,2024-02-20,04:30:00,05:50:00,05:50:00,On Time,,No
fe8648da-5abe-4b65-a531,2024-02-19,06:09:34,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-29,04:30:00,06:20:00,06:20:00,On Time,,No
db8e505b-0bde-4641-8437,2024-02-19,06:41:18,Online,Contactless,Adult,Standard,Advance,6,Liverpool Lime Street,Sheffield,2024-02-20,05:00:00,06:15:00,06:15:00,On Time,,No
cb79ca4b-52df-41da-a5e6,2024-02-19,07:19:43,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-02-19,07:45:00,08:45:00,08:45:00,On Time,,No
c74bfcb1-b7d4-4fa8-b1a3,2024-02-19,07:24:09,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-29,05:45:00,07:05:00,07:05:00,On Time,,No
a6b9aeb3-5457-41cb-b229,2024-02-19,07:27:54,Station,Contactless,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,08:45:00,10:05:00,10:05:00,On Time,,No
644e4e0a-01a0-44a2-84f2,2024-02-19,07:28:20,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-02-19,07:45:00,09:15:00,09:15:00,On Time,,No
b82fc4d5-c17f-4c76-98a4,2024-02-19,07:36:32,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-02-19,09:00:00,10:00:00,10:00:00,On Time,,No
fbc03b79-207a-449a-a97a,2024-02-19,07:37:36,Station,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,06:00:00,06:30:00,06:30:00,On Time,,No
85bb584e-2acd-4dc2-aae9,2024-02-19,07:43:49,Station,Contactless,Adult,Standard,Off-Peak,12,Manchester Piccadilly,Nottingham,2024-02-19,09:00:00,10:00:00,10:57:00,Delayed,Signal Failure,No
9fdf924f-a002-4a97-9659,2024-02-19,07:45:55,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-22,06:15:00,06:45:00,06:45:00,On Time,,No
c573f718-384e-4f50-a571,2024-02-19,07:46:40,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-02-27,06:15:00,08:05:00,08:05:00,On Time,,No
d8dbf7bb-4510-478d-b837,2024-02-19,07:47:52,Online,Debit Card,Senior,Standard,Advance,3,Reading,Didcot,2024-02-27,06:15:00,06:30:00,,Cancelled,Signal failure,Yes
48e9e973-7811-48a2-bd32,2024-02-19,07:48:54,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-27,06:15:00,08:05:00,08:05:00,On Time,,No
c3040aa3-b829-4921-89bb,2024-02-19,07:56:38,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-27,06:15:00,06:45:00,06:45:00,On Time,,No
88a80ddc-e006-4e52-8b73,2024-02-19,08:01:37,Online,Contactless,Senior,Standard,Advance,13,Birmingham New Street,London Paddington,2024-02-26,06:30:00,08:00:00,08:00:00,On Time,,No
cf4596a2-25eb-4171-a7cc,2024-02-19,08:10:33,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-22,06:30:00,07:50:00,,Cancelled,Weather,Yes
e73f6c54-65e5-4bf1-ae9d,2024-02-19,08:12:46,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-23,06:30:00,07:50:00,07:50:00,On Time,,No
dad37896-3a16-42ff-8220,2024-02-19,08:13:27,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London Kings Cross,2024-02-28,06:30:00,08:00:00,08:00:00,On Time,,No
c33b4f23-89d6-43ca-873b,2024-02-19,08:13:54,Online,Debit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-02-22,06:30:00,08:20:00,08:20:00,On Time,,No
36639757-84ad-4ce6-824a,2024-02-19,08:16:02,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-02-21,07:45:00,09:35:00,09:35:00,On Time,,No
02982fa4-4fd2-413f-8bc0,2024-02-19,08:20:34,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-28,07:45:00,08:45:00,08:45:00,On Time,,No
cd488322-a03f-43ec-bad5,2024-02-19,08:23:16,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-23,06:45:00,07:45:00,07:45:00,On Time,,No
22896e50-e1d8-4241-9506,2024-02-19,08:23:29,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-21,06:45:00,07:45:00,,Cancelled,Weather Conditions,Yes
65394198-0b0a-4837-8d79,2024-02-19,08:24:22,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-02-20,07:45:00,09:15:00,09:15:00,On Time,,No
4717e289-49ea-40e4-91e6,2024-02-19,08:27:50,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-02-25,07:45:00,09:15:00,09:15:00,On Time,,No
d9b26d54-a8f7-4cd7-abd7,2024-02-19,08:29:29,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-25,07:45:00,08:45:00,08:45:00,On Time,,No
c9090f69-d6d1-4ab2-8b55,2024-02-19,09:08:11,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-20,07:30:00,08:50:00,08:50:00,On Time,,No
e29bed4b-28d8-422e-a223,2024-02-19,09:13:07,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,2024-02-25,07:30:00,08:40:00,08:40:00,On Time,,No
ef35849d-9e3d-490b-9f07,2024-02-19,09:14:56,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-02-26,07:30:00,09:20:00,09:20:00,On Time,,No
f6a9f8fb-b895-46c7-b465,2024-02-19,09:22:37,Station,Credit Card,Adult,Standard,Off-Peak,4,Manchester Piccadilly,Sheffield,2024-02-19,10:45:00,11:30:00,11:30:00,On Time,,No
c088a3d4-591a-4d8a-a127,2024-02-19,09:33:27,Online,Contactless,None,Standard,Advance,17,Oxford,Bristol Temple Meads,2024-02-28,08:00:00,09:15:00,09:15:00,On Time,,No
98a1efb2-e6d9-4d84-a0b5,2024-02-19,09:33:29,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-20,08:00:00,10:15:00,11:01:00,Delayed,Weather,No
35ac7739-6d02-4e7c-87ae,2024-02-19,09:35:48,Online,Credit Card,None,Standard,Advance,33,Reading,Birmingham New Street,2024-02-25,08:00:00,09:00:00,09:00:00,On Time,,No
e26d6a0f-82e0-4687-a8f5,2024-02-19,09:36:16,Station,Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-26,08:00:00,09:50:00,10:44:00,Delayed,Weather,No
1aeafd42-8581-4621-a90a,2024-02-19,09:42:29,Online,Contactless,None,Standard,Advance,17,Oxford,Bristol Temple Meads,2024-02-22,08:00:00,09:15:00,09:15:00,On Time,,No
90eef15d-3a7a-47d8-9c12,2024-02-19,09:49:40,Online,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-02-27,07:45:00,09:35:00,09:35:00,On Time,,No
f39e4be3-0c9f-4a1d-912a,2024-02-19,10:21:43,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,09:45:00,10:15:00,10:15:00,On Time,,No
0df2373d-5233-438b-9433,2024-02-19,10:33:27,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-20,09:00:00,10:00:00,10:00:00,On Time,,No
2aa5da67-7955-4db9-b5a3,2024-02-19,10:43:42,Station,Contactless,Adult,First Class,Advance,10,Manchester Piccadilly,Leeds,2024-02-27,09:00:00,09:45:00,12:27:00,Delayed,Signal Failure,No
a1781d27-faa3-43c6-8bc7,2024-02-19,10:46:38,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-24,09:15:00,10:35:00,10:35:00,On Time,,No
f9dd5117-8e32-4845-8cbc,2024-02-19,10:49:47,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-02-19,12:15:00,14:05:00,14:05:00,On Time,,No
cbe2769c-cad3-410c-b32a,2024-02-19,10:52:55,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-29,09:15:00,09:45:00,09:45:00,On Time,,No
65b89a4e-0648-4b2c-9a3c,2024-02-19,11:05:26,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-29,09:30:00,10:00:00,10:00:00,On Time,,No
312a9b06-990a-4a98-ba22,2024-02-19,11:11:05,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-20,09:30:00,10:00:00,10:00:00,On Time,,No
b969fe8c-5c23-4af7-a4b8,2024-02-19,11:26:21,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-02-19,12:45:00,13:45:00,13:45:00,On Time,,No
3756c9f7-39d0-4fe7-8cdb,2024-02-19,11:53:31,Online,Contactless,None,First Class,Advance,27,London Paddington,Reading,2024-02-20,10:15:00,11:15:00,11:15:00,On Time,,No
795376f9-b532-4709-a18d,2024-02-19,12:03:15,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-28,11:15:00,12:35:00,12:52:00,Delayed,Technical Issue,Yes
65ca5bcd-52b7-4e0e-9d12,2024-02-19,12:10:42,Station,Contactless,None,First Class,Advance,57,London Kings Cross,York,2024-02-20,10:30:00,12:20:00,12:20:00,On Time,,No
22d6d19b-1195-45ae-a595,2024-02-19,12:11:00,Station,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,10:30:00,11:00:00,11:00:00,On Time,,No
5ab13846-f858-4d81-970d,2024-02-19,12:13:19,Station,Contactless,None,First Class,Advance,52,London Euston,Birmingham New Street,2024-02-27,10:30:00,11:50:00,11:50:00,On Time,,No
4b474d10-b7a7-40b9-9f58,2024-02-19,12:13:45,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,13:30:00,14:00:00,14:00:00,On Time,,No
72eb2534-1312-4ce0-887c,2024-02-19,12:22:47,Station,Credit Card,Adult,Standard,Advance,2,Manchester Piccadilly,Sheffield,2024-02-20,10:45:00,11:30:00,11:30:00,On Time,,No
a5319ff5-607f-4620-8199,2024-02-19,12:27:04,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-24,10:45:00,11:15:00,11:15:00,On Time,,No
4c38d3fa-eca5-456c-8363,2024-02-19,12:34:37,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-25,11:00:00,12:50:00,12:50:00,On Time,,No
7f9242f1-8f36-4fe6-9247,2024-02-19,12:37:37,Station,Contactless,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-02-20,11:00:00,11:30:00,14:01:00,Delayed,Staff Shortage,No
92462343-4339-45e5-bf79,2024-02-19,12:46:48,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-21,11:15:00,12:35:00,12:35:00,On Time,,No
2650d407-9832-4c12-b77c,2024-02-19,13:19:11,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-23,11:45:00,13:35:00,13:35:00,On Time,,No
7663f5e8-02e0-426e-8088,2024-02-19,13:34:02,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-22,12:00:00,13:20:00,,Cancelled,Staffing,No
1cafb160-85aa-40cd-b255,2024-02-19,13:39:48,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-22,12:00:00,13:20:00,,Cancelled,Staffing,No
605ee01d-6e30-4046-9798,2024-02-19,13:41:27,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-19,15:00:00,16:20:00,16:20:00,On Time,,No
17b4e0ff-a8da-4670-80d2,2024-02-19,13:41:50,Online,Credit Card,None,Standard,Advance,86,Manchester Piccadilly,London St Pancras,2024-02-25,12:00:00,14:15:00,14:15:00,On Time,,No
ab7c2173-a4ee-455e-ad55,2024-02-19,13:48:22,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-19,15:15:00,16:35:00,16:35:00,On Time,,No
08abbcbc-1c91-4382-b953,2024-02-19,14:32:46,Station,Debit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,16:00:00,17:20:00,17:20:00,On Time,,No
c3cb7fb3-9352-4dde-9a71,2024-02-19,14:33:49,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,16:00:00,17:20:00,17:20:00,On Time,,No
2adb7ddc-7807-4abb-adb2,2024-02-19,14:34:45,Online,Contactless,None,First Class,Advance,57,London Kings Cross,York,2024-02-21,13:00:00,14:50:00,14:50:00,On Time,,No
03ced4e5-01d3-47d4-a455,2024-02-19,14:37:06,Station,Contactless,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,16:00:00,16:30:00,16:30:00,On Time,,No
7c9d2de5-15cb-4058-8801,2024-02-19,14:37:56,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,16:00:00,17:20:00,17:20:00,On Time,,No
32e7d0fd-bd18-4a8f-9463,2024-02-19,14:40:43,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-23,13:00:00,13:30:00,13:30:00,On Time,,No
84657798-dbf4-4b6f-84fa,2024-02-19,14:41:27,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,16:00:00,17:20:00,17:20:00,On Time,,No
32a522f4-3589-4eb0-8411,2024-02-19,14:43:24,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,16:00:00,17:20:00,17:20:00,On Time,,No
a8f8d062-7d81-4ce9-96d1,2024-02-19,14:46:20,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,16:15:00,16:45:00,16:45:00,On Time,,No
132bd214-f2c8-45ab-bfae,2024-02-19,14:48:58,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-22,13:15:00,14:35:00,14:35:00,On Time,,No
e526bf54-694e-47a7-b9a1,2024-02-19,14:53:52,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,16:15:00,16:45:00,16:45:00,On Time,,No
93df2d7c-127c-46a1-8ec1,2024-02-19,14:57:54,Online,Contactless,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-20,13:15:00,14:35:00,14:35:00,On Time,,No
441d70a7-3e3f-4a70-a10c,2024-02-19,14:59:15,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,13:15:00,13:45:00,13:45:00,On Time,,No
63ac0c79-4197-4d14-9472,2024-02-19,15:08:24,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-02-19,16:30:00,17:50:00,17:50:00,On Time,,No
231a88f7-760f-4c3f-a130,2024-02-19,15:09:29,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-20,13:30:00,14:00:00,14:00:00,On Time,,No
330b898c-cf20-4fff-92f1,2024-02-19,15:11:03,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,13:30:00,14:00:00,14:00:00,On Time,,No
6e4a068d-9815-4f52-ba27,2024-02-19,15:12:29,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-25,13:30:00,14:00:00,14:00:00,On Time,,No
3cc2612c-a957-4a65-acc0,2024-02-19,15:18:23,Online,Contactless,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,2024-02-20,13:45:00,16:00:00,16:00:00,On Time,,No
2f137139-ba73-4451-8cb8,2024-02-19,15:23:14,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-25,13:45:00,14:45:00,,Cancelled,Staff Shortage,Yes
ada57fbb-93f0-4b5a-bb42,2024-02-19,15:41:45,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-29,14:00:00,15:20:00,15:20:00,On Time,,No
5be118ac-90c0-42e8-b16c,2024-02-19,15:54:31,Online,Contactless,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-02-19,17:15:00,18:35:00,18:35:00,On Time,,No
c8e49949-7ea6-47fe-bca9,2024-02-19,15:58:31,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-25,14:15:00,15:35:00,15:35:00,On Time,,No
1b297801-9101-4e22-8f93,2024-02-19,16:09:01,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-19,17:45:00,19:05:00,19:05:00,On Time,,No
9d55ce56-64cb-4063-a3c4,2024-02-19,16:16:17,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-02-19,17:45:00,19:05:00,19:05:00,On Time,,No
2481a970-fa67-4d72-984e,2024-02-19,16:22:51,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-20,14:45:00,15:15:00,15:15:00,On Time,,No
d2a46219-6167-4301-97e2,2024-02-19,16:28:02,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,14:45:00,15:15:00,15:15:00,On Time,,No
62575284-005b-44c1-96fb,2024-02-19,16:47:01,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-25,15:15:00,16:35:00,16:35:00,On Time,,No
b5fdedb8-b463-47fd-bf8d,2024-02-19,17:11:28,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-20,15:30:00,16:50:00,16:50:00,On Time,,No
7dcc54d4-d0e3-41f6-98a3,2024-02-19,17:16:35,Online,Credit Card,None,Standard,Anytime,13,Birmingham New Street,Nuneaton,2024-02-19,18:45:00,19:05:00,19:05:00,On Time,,No
8f2d5801-260f-40d8-ae20,2024-02-19,17:17:22,Station,Credit Card,Adult,First Class,Anytime,71,London St Pancras,Birmingham New Street,2024-02-19,18:45:00,20:05:00,20:05:00,On Time,,No
4dc45881-d3a4-47ca-adcb,2024-02-19,17:19:44,Online,Credit Card,Disabled,Standard,Anytime,43,London St Pancras,Wolverhampton,2024-02-19,18:45:00,20:15:00,20:15:00,On Time,,No
80dfb767-563d-4c02-96c3,2024-02-19,17:20:20,Online,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Tamworth,2024-02-19,18:45:00,19:05:00,19:05:00,On Time,,No
6fc48360-0fb7-4abe-8b68,2024-02-19,17:22:05,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-19,18:45:00,20:05:00,20:05:00,On Time,,No
